username,tweet
curiouscatmeoww,kte bkn warna hitam join jugak boleh geng 
syahid,wei 
wanhaikal_my,trending sekarang ayuh rakyat malaysia kali ini kita semua bersama 
yatimisma,because this backdoor government has failed and indirectly killing daily 
fahadiman93,good afternoon 
hainorqalhan,satu bendera 
nadarahim10,call whatever you want but atleast stand against pemimpin jahil  
im_bodoh_,dont have black flag but will wearing all black when getting vaccine today 
kuaciofficial,sedihnya mana min boleh cari adik2 ada info sila 
okiemochie,turun lah cukup lah aniaya orang turun lah sebelum allah turun kan bala dekat korang 
fiqhtabayyun,apa2 hal pun mak sunning lah dulu 3pm punya action kekal 
kamiliarozlan,flag  
kzsadm,raise your black flag and stay angry  
penasuria,these are not just numbers they are someone’ wife mum husband father sister brother best friend neighbour are mad unleash rage today 3pm raise black flag wear black clothes show off your black cats join today 
tsdmujeebudeen,past months rakyat merana dan susah now people are committing suicide shows govt failed mahathir  dah lupa hang yang segala puncanya  was you who destroyed  
candradavi,how condescending and arrogant this what religion has taught him treat poor people need like dirt how disgusting 
crazymalaysian,laundry time 
ajeloin13,kalau orang awam kemain laju ekk 
hklhmdn,3pm ada ’ see diaorang take action atau buat pekak 
papaqqs, when injustice becomes law resistance becomes duty  
h_bakkaniy,naikkan gambar masing² tanda gunalah kemeja shirt hitam kain semutar asal jangan ambil tudung bini sudah 
humaspolseksen4,jangan turunkan maskermu apalagi tempel dagu covid 
diey18232610,the only black that got heart 
amirxabdhadi,hari ini nak ucapkan selamat hari lahir kepada sahabat teman berbincang bertelagah moga sentiasa dibawah lindungan malaikat gambar keding tahun 2015 depan ipd dang wangi 
tzuyu_twice04,tgok apa jadi lepas prn kes start naik balik…buat mco tpi punca kluster buka tknk tutup‍♂️ rasa baik malaysia kita letak jawatan lah 
tzuyu_twice04,dia mcm lah…klau mampu boleh letak jawatan sbb suruh rakyat duduk rumah brp lama lagi… bnda hmpir pulih masa mco then bila kena uji sikit utk kuasa dlm prn sabah mula gelabah sgt buat tanpa ada sop betul org msa mula puji awk tan sri 
pikapocoyo,tulaaaaa letsss tetap 
khairulaqmal,minute edit guna canva untuk kita hari ini 
kuntum__,kibarkan bendera hitam hari ini kita  julai petang tuntutan
cxnnrxp,rakyat malaysia jom kibarkan bendera hitam  hari ini stay angry and make them pay 
aliashafinaz,never feel proud gantung trash bag before this  
yatimisma,yessss tudung banyak hitam hahaha its time 
aimuhn,been raising the black flag since kita 
fredcruzs,kita lawan pemimpin jahanam kempen 
alynsyd,didn’ vote for this didn’ vote for this didn’ vote for this  
izzatiemylia,buat dekat federal highway masing kibar bendera hitam kat kereta 
yatimisma,awai tak kalut satgi nak gantung kat luaq tingkap 
minaranrz,blood your hands 
hamizanhmsn,andaiku malaikat potong sayapku dan rasakan perih dunia bersama  
izzatiemylia,langit pun gelap tetap 
cococinnamoroll,bila nak habis pemerintahan beruk2 
abdkadirmimie,ayuh lawan 
tul4ng,sekadar renungan darah kita tangan kerajaan zalim  
syasya_rafi,aku mcm bukak nak tgk following aku protest sama2 semangat nak nak tgk dorang post semua mcm sekor pun tkde mmg dorang marah senyap2 sial 
rose06042002,more form the gang 
matrahman_,nak lawan lawanlah jangan tunduk dengan politikus bangsat yang kerja memeras rakyat untuk kuasa jangan jadi bodoh kawan kawan aku pinta 
drac4ry5,nak guna tudung hitam pon pastikan bukan tudung favourite bini sebelum dengan kerajaan terpaksa dengan bos dalam rumah dulu kalau tak kena pasang bendera putih siap² kat luar khemah 
ajeloin13,hari hari yang mendung dalam hidup moga tuhan balas segala kezaliman para menteri 
amirxabdhadi,jika ada yang diganggu pihak berkuasa hanya kerana posting kibar bendera hitam boleh maklumkan tak akan ada yang dibiar bersendirian bersama 
kobisitu,sampai bila nak jadi bodoh yang hidup pun kena kekal hidup 
tanniespotato,took his own life after his fav motorbike was confiscated because didnt pay the installment didnt have job and was stuck with dad who verbally abused him everyday the suicide cases will double dont anything 
izzulhaziqq,’ this altogether 
aminsulaimann,seperti dilihat tak jumpa lagi bnedera hitam malaysian 
nurhalimatun,raising black flag today yes black hijab 
yatimisma,dont have any pole used hanger and tudung for the flag 
drac4ry5,pasang bendera hitam kat luar rumah tanda pasang bendera putih kat luar khemah terpaksa menyerah awal dengan bini 
h1sham9,you old and sick retire please 
zhuszu,ordered black flag from this shop 
h1sham9,blanket rulings easy not much thinking needed macam bela lembu all you need stick 
masdiananajwaa,jangan pekak tuli sangat something laa you have the power are you planning kill your rakyat idk lahh the blood your hands  
badrulhm,bila pemimpin lebih pentingkan kuasa uang dari memelihara kemaslahatan rakyat ugama 
injangnation,kepada suami suami luar sana kalau nak ambik alternatif sama mcm aku proceed with extra caution stay safe tapi tetap 
gocawesome,alang alang baru lepas sidai baju anggap hahaha 
eimiriz,semua hitam ini yang kita nak 
hamizanhmsn,lawan diktaktor lawan koruptor lawan pemeras lawan perampas  
kylealise,unconsciously wore black shirt for today starting tomorrow ill wear black dress clinic until july even think should throw gothic style instead haha said clothes are either black grey anyway 
yatimisma,wore black shirt and prepared black tudung for today 
amirhimself,manalah aku nak cari bendera hitam aku ada penyapu and baju hitam 
dasabdulglobal1,promo online julai dah tiba biji bantal hclass pro dgn harga rm77 sahaja jimat rm49 tau wowww  dptkan promo skrg hubungi usahawan dag atau 019 9000 815  
amirxabdhadi,semua dah bersedia kibar bendera hitam perlawanan hari ini kita 
amer_aljeffrey,kalau tak ada bendera hitam kibar underwear hitam pun jadi kan  
qizbalqis,kita kena tukar mindset malaysian that beruk2 kerajaan kerja untuk kita they have respect 
dirbedumb,let use  our name together 
chinepaiyenoffl,free enough because been jobless for months squash all your bullshit tweets you murderer supporter and ill call you out for what you are 
pelaripicisan,kayu xde takpe kita guna trekking pole bendera xde takpe kita guna tee hitam janji 
pikapocoyo,walapun duk rumah tapi still pakai baju hitammmmmm jom kitaaaa 
sultanmuzaffar,hari ini petang 
sarfabian, save malaysia 
cakiripat,will use this instead black flag 
numanafifi,mereka dah takut  
faudzison,3july 00pm  
rezzamazlan,tak ada bendera hitam problem kita pakai toto hitam terus dari faderal highway pun boleh nampak 
ainacovey,you don have black flag wear black 
faiqahff,those yang criticize movement cakap takde function takde effect boleh senyap buat sementara waktu keep your thought yourself those who support all out your voice matters sikit lagi 
therapisthe,jauh mana dunia diorang dengan kita sampai sama sama manusia pun tak boleh nak memahami 
okinafitto,rakyat malaysia ohsem  semua membantu utk ️ kedai pasaraya kecik besor pun sapot well done gaisssss 
mijetspie,today’ model resting for bit 
reoafi,the fire catching burn you burn with katniss everdeen 
amuse_gueule,kids can take part well post your photos 3pm today with hashtag tuntutan muhyiddin resign immediately buka parlimen serta merta end darurat 
howboutnoandno,sampai semua menteri mampus
jawajohor2,lawan hujjah dengan hujjah 
ra7a_p1san9,corona 
pio_dhurjanaa,tetap lawan kerajaan cirit 
masnitasha,and the flag  
onceesa,still wondering niche for and hope will derive something with specific objective 
neddokhan,allah semua kedai kecil dan pasaraya besar membantu dalam usaha  our rakyat great our leaders are trash 
deeall_18,sekretariat solidariti rakyat tuntut perkara muhyddin letak jawatan buka parlimen segera tamatkan darurat julai kibarkan bendera hitam tuntutan tidak dijawab rakyat turun jalanraya  menuntut demi rakyat malaysia 
sugardilim,yang pakai tudung hitam untuk tolong jauhi gunting hun jangan digunting tudung itu 
freidaimae,need new govt with new faces old faces definitely recycled faces will allah answer our prayers lahawla wala quwwata illa billah 
ninaal1ah,apparently  couldn’ make today shopee ler lambat garbage bag 
zmchdnn,baju pon boleh lah 
nybr_11,kalau pakai baju hitam kira sokong juga tak 
blackk0k0,dekat tiktok tak ramai sokong malah kena kutuk dan kutuk siapa naikkan bendera hitam 
derjunkey,cuba check balik siapa yang buat silap kami hampa yang buat silap 
nurazmanhasim,banyak bendera malaysia nak kene kibar kau jangan kibar bendere lgbt sudah hitam putih wrna kehidupan 
noorashiqinnn,jommm 
yaiamran,aku tak ada bendera kain pun boleh lahh sedia awal tak kalut hahahahahaha letak jawatan buka parlimen tamatkan darurat raise your black flag together kita lawan  
piish3000,definitely grim bleak and hopeless all these atrocities have showed clearly beyond doubt that these rulers and dictators are cruel corrupted and cocks this now people rulers fight 
moon8910_,ini semua suara rakyat yang ditindas 
ajdasafiya,hari pakai baju hitam gais tanda 
syahredzan,pasang bendera hitam putih merah bukan satu jenayah jangan takut ️untuk minta bantuan  untuk  untuk makanan haiwan peliharaan
hashgold9,mudah melenting tenang tak suka diam suka bagi sokongan 
adrianncf,pemimpin korup buat bodoh tak kena saman hidup mati marhaen dia mainkan sekarang marhaen lah yang paling terkesan hari marhaen semua akan 
anuaqqq,all black plastik sampah represent today  geetin ready now 
aisyah5osen,tak ada tak apa kita guna apa yang ada untuk 
kedflopp_,you may kill all but ideas will live forever 
xcoolspiritx,harini jadi 
ajimrahim,dah siap pacak bendera hitam belum 
munawarhussein0,lawan kerana benar
kgr9762,malaysians don forget 
helmitailo,bendera semua dah siap pukul petang kita 
privateartist_,omg good morning today the day 
ijulnaim,melaka joining ada kain backdrop untuk shooting boleh kan hahaha 
corporateslaver,don have black flag but wearing black for today sampai 
yunhwhore,don’ have black flag but have black not black cat 
gulcin_hanim,‘tis the day get your creativity with any black shirts towel headscarf whatever black cloth you have 
syaza_nan,mayb boleh kibar iteng laa untuk kempen nihh sebab dia kucing warne hitam 
jd4rylee,muka mangkok sudu dan garpu 
fararom,yang kaya dan berkuasa senang lenang rumah rakyat ada yang takada kerja berlapar bila inisiatif dibuat kata tak diiktiraf 
ceswoo,jum kita  negara malaysia who kenal negara pkp sebulan lebih tapi protocol mcm tahi aku tahu lah ‍♀️✨
weelz72614499,takde flag made one out drum sticks and one 101 black shirts 
akmalmalmol,harapnya menteri2 lepas masuk penjara korg atas kesalahan bodoh sangat tak pikir otak  
antigovmy,welcome the black parade malaysians  
syameer95,typical holier than thou patronising attitude guess white robe can’ hide the darkness within person what shame 
syaza_nan,agak² berjaya nih just wonderinggg
syaza_nan,harini kan pukul 3pm
sfarikullah,mcm² istilah kes makin menjadi² 
intantsuesu,ayuhhhhhh 
lainadiqifar,nak pun pakai bendera malaysia baru nampak perpaduan pakai bendera hitam serupa anarki gagal korang 
netrakl,this makes you angry 
sharmanshah97,think the awareness the urban fair enough realize that the government failed hoping that can spread and educate the spirit the rural areas 
tourekin, ughhh pagi lagi dah marah2 need this anger for 
jd4rylee,lawan kerajaan bodo siapa bijak jilat jubo naik atas 
danialshzns,nak pergi kedai tadi ada lah orang pakai baju hitam lepastu jumpa abang pakai baju hitam tebgah beratur kat cashier dia pandang aku aku pandang dia bang kita sama 
dandandunn,the spirit malaysians wanting criticise and fight against the system insane 
nizambakeri,kain pelekat pun okey kan kejap lagi kita gantung kat luar 
gemsthegems,can lah janji  
benalford27,all support but have some additional requests  appoint leader who truly capable bringing out this mess restore health peace and harmony our country eliminate double standard practice any form 
injangnation,mempersembahkan made from tudung bawal chiffon salam perjuangan semua  
anarch010gy,let raise the flag where muhyiddin lives 
jichutie,semoga semua menteri dan pihak berkuasa yang aniaya rakyat dibalas cash oleh allah kat muka bumi jugak sial sangat perangai semoga jahanam untuk korang semua 
fiqhtabayyun,husna made black flag outta jer old tudung bawal are gonna put this our gate 3pm 
thomastaib,terkini hangat jika terus bisu seru berkumpul buka parlime via 
kartelmedia,kempen kibar bermula hari ini 
anarch010gy,matters not who your they have failed you what you gonna 
fxxxxxxixxxtx,check out   video seriously idk what say dah malaysian deserve better better than him people are dying malaysian deserve better malaysia deserve better  
ksong1639,want functional government 
serenerynn,stand with any politicians party❌ stand with rakyat movement ✔️ 
